accuracy,precision,recall,f1-score
95.59471365638767,78.57142857142857,84.61538461538461,81.48148148148148
93.3920704845815,72.0,69.23076923076923,70.58823529411765
84.14096916299559,41.07142857142857,88.46153846153845,56.09756097560976
93.83259911894272,77.27272727272727,65.38461538461539,70.83333333333333
94.7136563876652,73.33333333333333,84.61538461538461,78.57142857142856
93.3920704845815,70.37037037037037,73.07692307692307,71.69811320754717
91.62995594713657,58.97435897435898,88.46153846153845,70.76923076923076
83.70044052863436,38.775510204081634,73.07692307692307,50.66666666666667
93.3920704845815,73.91304347826086,65.38461538461539,69.3877551020408
95.59471365638767,72.22222222222221,100.0,83.87096774193547
98.23788546255507,89.28571428571429,96.15384615384616,92.5925925925926
84.14096916299559,41.37931034482759,92.3076923076923,57.14285714285715
92.51101321585902,68.0,65.38461538461539,66.66666666666666
95.59471365638767,73.52941176470588,96.15384615384616,83.33333333333333
92.07048458149781,65.38461538461539,65.38461538461539,65.38461538461539
87.22466960352423,46.93877551020408,88.46153846153845,61.33333333333333
92.51101321585902,76.47058823529412,50.0,60.46511627906976
94.7136563876652,79.16666666666666,73.07692307692307,76.0
88.54625550660793,0.0,0.0,0.0
85.02202643171806,39.473684210526315,57.692307692307686,46.875
96.47577092511013,84.61538461538461,84.61538461538461,84.61538461538461
88.98678414096916,51.35135135135135,73.07692307692307,60.317460317460316
91.62995594713657,65.21739130434783,57.692307692307686,61.224489795918366
88.54625550660793,0.0,0.0,0.0
93.83259911894272,68.75,84.61538461538461,75.86206896551724
97.3568281938326,85.71428571428571,92.3076923076923,88.8888888888889
92.07048458149781,66.66666666666666,61.53846153846154,64.0
93.3920704845815,67.74193548387096,80.76923076923077,73.68421052631578
91.62995594713657,62.06896551724138,69.23076923076923,65.45454545454545
87.66519823788546,47.61904761904761,76.92307692307693,58.823529411764696
