accuracy,precision,recall,f1-score
88.10572687224669,48.38709677419355,57.692307692307686,52.63157894736842
95.59471365638767,80.76923076923077,80.76923076923077,80.76923076923077
96.0352422907489,86.95652173913044,76.92307692307693,81.63265306122449
93.83259911894272,68.75,84.61538461538461,75.86206896551724
93.83259911894272,75.0,69.23076923076923,71.99999999999999
87.66519823788546,47.72727272727273,80.76923076923077,60.00000000000001
93.83259911894272,73.07692307692307,73.07692307692307,73.07692307692307
88.54625550660793,0.0,0.0,0.0
95.15418502202643,80.0,76.92307692307693,78.43137254901961
96.91629955947137,88.0,84.61538461538461,86.27450980392156
97.3568281938326,88.46153846153845,88.46153846153845,88.46153846153845
95.15418502202643,75.86206896551724,84.61538461538461,80.0
89.86784140969164,57.89473684210527,42.30769230769231,48.888888888888886
94.7136563876652,71.875,88.46153846153845,79.3103448275862
96.91629955947137,82.75862068965517,92.3076923076923,87.27272727272727
93.83259911894272,75.0,69.23076923076923,71.99999999999999
94.7136563876652,70.58823529411765,92.3076923076923,80.00000000000001
93.3920704845815,73.91304347826086,65.38461538461539,69.3877551020408
92.95154185022027,69.23076923076923,69.23076923076923,69.23076923076923
91.62995594713657,88.88888888888889,30.76923076923077,45.714285714285715
88.54625550660793,0.0,0.0,0.0
95.59471365638767,78.57142857142857,84.61538461538461,81.48148148148148
93.3920704845815,70.37037037037037,73.07692307692307,71.69811320754717
92.07048458149781,66.66666666666666,61.53846153846154,64.0
94.27312775330397,68.57142857142857,92.3076923076923,78.68852459016395
93.3920704845815,68.96551724137932,76.92307692307693,72.72727272727273
91.62995594713657,60.60606060606061,76.92307692307693,67.79661016949152
96.91629955947137,82.75862068965517,92.3076923076923,87.27272727272727
90.7488986784141,69.23076923076923,34.61538461538461,46.15384615384615
88.54625550660793,0.0,0.0,0.0
